plate,cell_line,cell_age,well,wavelength,probe name,dot value,fish segmetation path,file
5500000007,CAAX,18,B04,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_488_0.04/5500000007_40X_20181010_2-Scene-19-P25-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-19-P25-B04.czi
5500000007,CAAX,18,B04,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_638_0.04/5500000007_40X_20181010_2-Scene-19-P25-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-19-P25-B04.czi
5500000007,CAAX,18,B04,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_488_0.04/5500000007_40X_20181010_2-Scene-20-P29-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-20-P29-B04.czi
5500000007,CAAX,18,B04,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_638_0.04/5500000007_40X_20181010_2-Scene-20-P29-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-20-P29-B04.czi
5500000007,CAAX,18,B04,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_488_0.04/5500000007_40X_20181010_2-Scene-21-P30-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-21-P30-B04.czi
5500000007,CAAX,18,B04,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_638_0.04/5500000007_40X_20181010_2-Scene-21-P30-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-21-P30-B04.czi
5500000007,CAAX,18,B04,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_488_0.04/5500000007_40X_20181010_2-Scene-22-P28-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-22-P28-B04.czi
5500000007,CAAX,18,B04,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_638_0.04/5500000007_40X_20181010_2-Scene-22-P28-B04.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-22-P28-B04.czi
5500000007,CAAX,18,B05,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_488_0.04/5500000007_40X_20181010_3-Scene-01-P31-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-01-P31-B05.czi
5500000007,CAAX,18,B05,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_638_0.04/5500000007_40X_20181010_3-Scene-01-P31-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-01-P31-B05.czi
5500000007,CAAX,18,B05,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_488_0.04/5500000007_40X_20181010_3-Scene-03-P33-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-03-P33-B05.czi
5500000007,CAAX,18,B05,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_638_0.04/5500000007_40X_20181010_3-Scene-03-P33-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-03-P33-B05.czi
5500000007,CAAX,18,B05,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_488_0.04/5500000007_40X_20181010_3-Scene-04-P34-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-04-P34-B05.czi
5500000007,CAAX,18,B05,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_638_0.04/5500000007_40X_20181010_3-Scene-04-P34-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-04-P34-B05.czi
5500000007,CAAX,18,B05,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_488_0.04/5500000007_40X_20181010_3-Scene-06-P39-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-06-P39-B05.czi
5500000007,CAAX,18,B05,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_638_0.04/5500000007_40X_20181010_3-Scene-06-P39-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-06-P39-B05.czi
5500000007,CAAX,18,B05,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_488_0.04/5500000007_40X_20181010_3-Scene-07-P36-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-07-P36-B05.czi
5500000007,CAAX,18,B05,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_638_0.04/5500000007_40X_20181010_3-Scene-07-P36-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-07-P36-B05.czi
5500000007,CAAX,18,B05,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_488_0.04/5500000007_40X_20181010_3-Scene-08-P37-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-08-P37-B05.czi
5500000007,CAAX,18,B05,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_638_0.04/5500000007_40X_20181010_3-Scene-08-P37-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-08-P37-B05.czi
5500000007,CAAX,18,B05,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_488_0.04/5500000007_40X_20181010_3-Scene-09-P38-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-09-P38-B05.czi
5500000007,CAAX,18,B05,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007_CAAX/out_638_0.04/5500000007_40X_20181010_3-Scene-09-P38-B05.czi.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-09-P38-B05.czi
5500000007,0,18,B02,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_1-Scene-01-P1-B02-OME TIFF-Export-14_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-01-P1-B02.czi
5500000007,0,18,B02,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_1-Scene-01-P1-B02-OME TIFF-Export-14_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-01-P1-B02.czi
5500000007,0,18,B02,561,NKX2-5,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_1-Scene-01-P1-B02-OME TIFF-Export-14_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-01-P1-B02.czi
5500000007,0,18,B02,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_1-Scene-02-P3-B02-OME TIFF-Export-15_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-02-P3-B02.czi
5500000007,0,18,B02,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_1-Scene-02-P3-B02-OME TIFF-Export-15_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-02-P3-B02.czi
5500000007,0,18,B02,561,NKX2-5,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_1-Scene-02-P3-B02-OME TIFF-Export-15_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-02-P3-B02.czi
5500000007,0,18,B02,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_1-Scene-03-P4-B02-OME TIFF-Export-16_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-03-P4-B02.czi
5500000007,0,18,B02,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_1-Scene-03-P4-B02-OME TIFF-Export-16_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-03-P4-B02.czi
5500000007,0,18,B02,561,NKX2-5,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_1-Scene-03-P4-B02-OME TIFF-Export-16_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-03-P4-B02.czi
5500000007,0,18,B02,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_1-Scene-04-P2-B02-OME TIFF-Export-17_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-04-P2-B02.czi
5500000007,0,18,B02,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_1-Scene-04-P2-B02-OME TIFF-Export-17_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-04-P2-B02.czi
5500000007,0,18,B02,561,NKX2-5,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_1-Scene-04-P2-B02-OME TIFF-Export-17_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-04-P2-B02.czi
5500000007,0,18,B02,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_1-Scene-05-P7-B02-OME TIFF-Export-18_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-05-P7-B02.czi
5500000007,0,18,B02,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_1-Scene-05-P7-B02-OME TIFF-Export-18_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-05-P7-B02.czi
5500000007,0,18,B02,561,NKX2-5,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_1-Scene-05-P7-B02-OME TIFF-Export-18_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-05-P7-B02.czi
5500000007,0,18,B02,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_1-Scene-06-P5-B02-OME TIFF-Export-19_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-06-P5-B02.czi
5500000007,0,18,B02,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_1-Scene-06-P5-B02-OME TIFF-Export-19_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-06-P5-B02.czi
5500000007,0,18,B02,561,NKX2-5,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_1-Scene-06-P5-B02-OME TIFF-Export-19_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-06-P5-B02.czi
5500000007,0,18,B02,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_1-Scene-08-P8-B02-OME TIFF-Export-21_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-08-P8-B02.czi
5500000007,0,18,B02,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_1-Scene-08-P8-B02-OME TIFF-Export-21_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-08-P8-B02.czi
5500000007,0,18,B02,561,NKX2-5,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_1-Scene-08-P8-B02-OME TIFF-Export-21_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-08-P8-B02.czi
5500000007,0,18,B02,488,BMPER,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_2-Scene-01-P9-B02-OME TIFF-Export-23_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-01-P9-B02.czi
5500000007,0,18,B02,638,CNTN5,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_2-Scene-01-P9-B02-OME TIFF-Export-23_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-01-P9-B02.czi
5500000007,0,18,B02,561,NKX2-5,0.02,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.02/5500000007_40X_20181010_2-Scene-01-P9-B02-OME TIFF-Export-23_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-01-P9-B02.czi
5500000007,0,18,B03,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_2-Scene-03-P12-B03-OME TIFF-Export-25_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-03-P12-B03.czi
5500000007,0,18,B03,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_2-Scene-03-P12-B03-OME TIFF-Export-25_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-03-P12-B03.czi
5500000007,0,18,B03,561,MYL7,0.01,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.01/5500000007_40X_20181010_2-Scene-03-P12-B03-OME TIFF-Export-25_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-03-P12-B03.czi
5500000007,0,18,B03,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_2-Scene-05-P13-B03-OME TIFF-Export-27_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-05-P13-B03.czi
5500000007,0,18,B03,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_2-Scene-05-P13-B03-OME TIFF-Export-27_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-05-P13-B03.czi
5500000007,0,18,B03,561,MYL7,0.01,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.01/5500000007_40X_20181010_2-Scene-05-P13-B03-OME TIFF-Export-27_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-05-P13-B03.czi
5500000007,0,18,B03,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_2-Scene-06-P15-B03-OME TIFF-Export-28_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-06-P15-B03.czi
5500000007,0,18,B03,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_2-Scene-06-P15-B03-OME TIFF-Export-28_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-06-P15-B03.czi
5500000007,0,18,B03,561,MYL7,0.01,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.01/5500000007_40X_20181010_2-Scene-06-P15-B03-OME TIFF-Export-28_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-06-P15-B03.czi
5500000007,0,18,B03,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_2-Scene-10-P20-B03-OME TIFF-Export-32_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-10-P20-B03.czi
5500000007,0,18,B03,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_2-Scene-10-P20-B03-OME TIFF-Export-32_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-10-P20-B03.czi
5500000007,0,18,B03,561,MYL7,0.01,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.01/5500000007_40X_20181010_2-Scene-10-P20-B03-OME TIFF-Export-32_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-10-P20-B03.czi
5500000007,0,18,B03,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_2-Scene-11-P19-B03-OME TIFF-Export-33_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-11-P19-B03.czi
5500000007,0,18,B03,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_2-Scene-11-P19-B03-OME TIFF-Export-33_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-11-P19-B03.czi
5500000007,0,18,B03,561,MYL7,0.01,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_561_0.01/5500000007_40X_20181010_2-Scene-11-P19-B03-OME TIFF-Export-33_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-11-P19-B03.czi
5500000007,0,18,B03,488,VCAN,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_488_0.04/5500000007_40X_20181010_2-Scene-12-P18-B03-OME TIFF-Export-34_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-12-P18-B03.czi
5500000007,0,18,B03,638,FABP3,0.04,/allen/aics/microscopy/Data/fish/mip_with_seg/5500000007/out_638_0.04/5500000007_40X_20181010_2-Scene-12-P18-B03-OME TIFF-Export-34_s1.ome_struct_segmentation.tiff,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-12-P18-B03.czi
