plate,directory,cell_line,cell_age,well,round,file,channel_index,channel_content,normalized_single_channel_image
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,B05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-08-P37-B05.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_3-Scene-08-P37-B05_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,B05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-01-P31-B05.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_3-Scene-01-P31-B05_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,B05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-09-P38-B05.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_3-Scene-09-P38-B05_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,B05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-04-P34-B05.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_3-Scene-04-P34-B05_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,B05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-03-P33-B05.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_3-Scene-03-P33-B05_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,B05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_3-Scene-07-P36-B05.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_3-Scene-07-P36-B05_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,C04,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-23-P62-C04.czi,1,PLN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-23-P62-C04_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,C04,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-21-P61-C04.czi,1,PLN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-21-P61-C04_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,C04,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-30-P68-C04.czi,1,PLN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-30-P68-C04_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,C04,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-28-P70-C04.czi,1,PLN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-28-P70-C04_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,C04,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-24-P64-C04.czi,1,PLN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-24-P64-C04_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,C05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-37-P76-C05.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-37-P76-C05_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,C05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-38-P79-C05.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-38-P79-C05_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,C05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-32-P74-C05.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-32-P74-C05_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,C05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-35-P80-C05.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-35-P80-C05_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,C05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-34-P72-C05.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-34-P72-C05_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,C05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-33-P71-C05.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-33-P71-C05_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,C05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-31-P73-C05.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-31-P73-C05_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,CAAX,18,C05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-36-P75-C05.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-36-P75-C05_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,B02,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-01-P9-B02.czi,1,BMPER,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_2-Scene-01-P9-B02_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,B02,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-05-P7-B02.czi,1,BMPER,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_1-Scene-05-P7-B02_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,B02,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-04-P2-B02.czi,1,BMPER,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_1-Scene-04-P2-B02_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,B02,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-08-P8-B02.czi,1,BMPER,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_1-Scene-08-P8-B02_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,B02,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-06-P5-B02.czi,1,BMPER,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_1-Scene-06-P5-B02_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,B02,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-01-P1-B02.czi,1,BMPER,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_1-Scene-01-P1-B02_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,B02,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-02-P3-B02.czi,1,BMPER,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_1-Scene-02-P3-B02_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,B02,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_1-Scene-03-P4-B02.czi,1,BMPER,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_1-Scene-03-P4-B02_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,B03,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-10-P20-B03.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_2-Scene-10-P20-B03_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,B03,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-05-P13-B03.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_2-Scene-05-P13-B03_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,B03,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-12-P18-B03.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_2-Scene-12-P18-B03_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,B03,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-06-P15-B03.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_2-Scene-06-P15-B03_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,B03,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-03-P12-B03.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_2-Scene-03-P12-B03_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,B03,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_2-Scene-11-P19-B03.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_2-Scene-11-P19-B03_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,C02,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-01-P41-C02.czi,1,PLN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-01-P41-C02_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,C02,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-05-P45-C02.czi,1,PLN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-05-P45-C02_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,C02,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-09-P50-C02.czi,1,PLN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-09-P50-C02_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,C02,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-02-P44-C02.czi,1,PLN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-02-P44-C02_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,C02,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-07-P47-C02.czi,1,PLN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-07-P47-C02_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,C03,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-19-P58-C03.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-19-P58-C03_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,C03,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-15-P55-C03.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-15-P55-C03_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,C03,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-18-P60-C03.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-18-P60-C03_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,C03,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-20-P59-C03.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-20-P59-C03_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,C03,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-14-P52-C03.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-14-P52-C03_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,C03,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-11-P53-C03.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-11-P53-C03_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,C03,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-16-P57-C03.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-16-P57-C03_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,C03,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-13-P51-C03.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-13-P51-C03_channel_1.tif
5500000007,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack,0,18,C03,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000007/ZSD2/40X_zstack/5500000007_40X_20181010_4-Scene-12-P54-C03.czi,1,COL2A1,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000007_40X_20181010_4-Scene-12-P54-C03_channel_1.tif
5500000008,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack,CAAX,30,B04,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-24-P25-B04.czi,1,BMPER,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000008_40X_20181011_1-Scene-24-P25-B04_channel_1.tif
5500000008,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack,CAAX,30,B04,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-30-P28-B04.czi,1,BMPER,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000008_40X_20181011_1-Scene-30-P28-B04_channel_1.tif
5500000008,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack,CAAX,30,B04,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-25-P30-B04.czi,1,BMPER,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000008_40X_20181011_1-Scene-25-P30-B04_channel_1.tif
5500000008,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack,CAAX,30,B04,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-27-P26-B04.czi,1,BMPER,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000008_40X_20181011_1-Scene-27-P26-B04_channel_1.tif
5500000008,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack,CAAX,30,B04,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-28-P29-B04.czi,1,BMPER,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000008_40X_20181011_1-Scene-28-P29-B04_channel_1.tif
5500000008,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack,CAAX,30,B05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-32-P31-B05.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000008_40X_20181011_1-Scene-32-P31-B05_channel_1.tif
5500000008,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack,CAAX,30,B05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-39-P37-B05.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000008_40X_20181011_1-Scene-39-P37-B05_channel_1.tif
5500000008,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack,CAAX,30,B05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-37-P39-B05.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000008_40X_20181011_1-Scene-37-P39-B05_channel_1.tif
5500000008,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack,CAAX,30,B05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-34-P40-B05.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000008_40X_20181011_1-Scene-34-P40-B05_channel_1.tif
5500000008,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack,CAAX,30,B05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-31-P36-B05.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000008_40X_20181011_1-Scene-31-P36-B05_channel_1.tif
5500000008,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack,CAAX,30,B05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-38-P35-B05.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000008_40X_20181011_1-Scene-38-P35-B05_channel_1.tif
5500000008,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack,CAAX,30,B05,1,/allen/aics/microscopy/Data/RnD_Sandbox/5500000008/ZSD2/40X_zstack/5500000008_40X_20181011_1-Scene-33-P32-B05.czi,1,VCAN,/allen/aics/modeling/data/brightfield2fish/preprocessed/images/5500000008_40X_20181011_1-Scene-33-P32-B05_channel_1.tif
